a_id,a_text,q_id,score
128-q_25,The first list is a first level bulleted list while the second list is a multi level bulleted list with the 1st and 2nd level.,q_25,correct
129-q_25,The first list is lower level whereas the second list has a higher level.,q_25,correct
12-q_25,The difference between the lists is that the first list is a regular first-level bulleted list while the second list is a multi-level bulleted list with 1st-level and 2nd-level items.,q_25,correct
131-q_25,The first list is a regular first-level bulleted list while the second list is a multi-level bulleted list with 1st-level and 2nd-level items.,q_25,correct
135-q_25,First list is a regular bulleted list with 1st-level second list is a multi-level bulleted list that has 1st-level and 2nd-level.,q_25,correct
137-q_25,The difference between the lists are there list levels. This done by clicking the tab key once or to increase and decrease multiple lines select the text you wish to change then click the increase or decrease list level button presented in the 'Home' Tab.,q_25,correct
140-q_25,The first list shows one group containing a list of fruits while the second list has 2 headings with a subgroup list pertaining to the heading.,q_25,correct
144-q_25,The difference between the first list and the second one is that the first list is a regular first bulleted list however the second list is a multi-level bulleted list with 1st-level and 2nd-level items.,q_25,correct
145-q_25,the two main catogories were given subs catogories rather then all of them being a bullet point,q_25,correct
146-q_25,As opposed to the first list the second list has been sectioned off. The list level options have been changed the sections are bulleted and it has become a multilevel list.,q_25,correct
149-q_25,In the first one all words have same level of importance while in the second one it is oriented into more detailed levels now they go one step lower so the main and first topics are fruits and veggies while all others are inside and part of them.,q_25,correct
150-q_25,It is categorized the sub categorized So under fruits we list the fruits on the original list then under veggies we do the same.,q_25,correct
152-q_25,There is an indentation for the items that are under each subtitle. The list level options have been changed .,q_25,correct
154-q_25,The first list is a regular first-level bulleted list while the second list. list is a multi-level bulleted list these contain first and second level items allowing for more choices.,q_25,correct
155-q_25,The first list is a regular first-level bulleted list while the second list is a multi-level bulleted list with 1st-level and 2nd-level items.,q_25,correct
156-q_25,In the first list of items all the list items are on the same level. In the second list each list item is of two list levels list level one and list level two. Apple and Cherry are one list level deeper than Fruits which indicates they belong to the Fruit list level. Banana and Strawberry are also of list level two but are indented after Veggies which indicates they belong to the Veggies list.,q_25,correct
158-q_25,The difference between the two list is that in the bottom list there is now a higharchy and the items have been split into categorys using indents.,q_25,correct
161-q_25,The difference between both list is that each list have different list levels such as the category ''Fruit'' being more the left side of the page and the two fruits under it being more indented. Using the Change List Level options in Word list can be represented on different hierarchy and levels to your liking.,q_25,correct
164-q_25,The first list is a first-level bulleted list the second list is a multi-level bulleted list with the items from the 1st level and the 2nd level.,q_25,correct
165-q_25,we are chnaging the list level of the list by increasing/ decreasing. there is a change list level option under the home button at bottom of numbered options and we choose the differnet multilevel style. We made fruits the category first then veggies and listted them.,q_25,correct
166-q_25,the first one is just the bullet list the second one has the bullet list which is the main and then the sub list has examples to back up the main bullet.,q_25,correct
171-q_25,The second list is put into categories. Meaning when they listed fruits they put the name of the fruits under.,q_25,correct
173-q_25,The difference between list one and two is that the first one is a normal level list with bulleted points while the second one is a multi-level list with 1st and 2nd level items.,q_25,correct
174-q_25,The first list is just a regular first level bulleted list while the second list is a multi-level bulleted list with a first level and second level items.,q_25,correct
175-q_25,The first list is a standard bulleted list (with only one level) The second list is a multi-level list. In the Home tab you can find the list level options. There you can change the level or customize your own.,q_25,correct
177-q_25,The first list doesn't have a list level like the second option thats just a bulleted list. the hierarchy has different multilevel lists that can be added from the home tab in the menu and press the picture next to the number list with the subcategories that looks like a hierarchy. The bullet in this hiearachy is a subject and underneath is its subcategory.,q_25,correct
